title,slug,link,match_title,match_year,seen
The Man Who Fell to Earth (1976),the-man-who-fell-to-earth,https://letterboxd.com/film/the-man-who-fell-to-earth/,the man who fell to earth,1976,True
All the President's Men (1976),all-the-presidents-men,https://letterboxd.com/film/all-the-presidents-men/,all the president's men,1976,True
In the Realm of the Senses (1976),in-the-realm-of-the-senses,https://letterboxd.com/film/in-the-realm-of-the-senses/,in the realm of the senses,1976,True
The Outlaw Josey Wales (1976),the-outlaw-josey-wales,https://letterboxd.com/film/the-outlaw-josey-wales/,the outlaw josey wales,1976,True
Network (1976),network,https://letterboxd.com/film/network/,network,1976,True
Carrie (1976),carrie-1976,https://letterboxd.com/film/carrie-1976/,carrie,1976,True
Rocky (1976),rocky,https://letterboxd.com/film/rocky/,rocky,1976,True
Stroszek (1977),stroszek,https://letterboxd.com/film/stroszek/,stroszek,1977,True
Suspiria (1977),suspiria,https://letterboxd.com/film/suspiria/,suspiria,1977,True
Eraserhead (1977),eraserhead,https://letterboxd.com/film/eraserhead/,eraserhead,1977,True
Annie Hall (1977),annie-hall,https://letterboxd.com/film/annie-hall/,annie hall,1977,True
Star Wars (1977),star-wars,https://letterboxd.com/film/star-wars/,star wars,1977,True
The Hills Have Eyes (1977),the-hills-have-eyes,https://letterboxd.com/film/the-hills-have-eyes/,the hills have eyes,1977,True
The American Friend (1977),the-american-friend,https://letterboxd.com/film/the-american-friend/,the american friend,1977,True
Close Encounters of the Third Kind (1977),close-encounters-of-the-third-kind,https://letterboxd.com/film/close-encounters-of-the-third-kind/,close encounters of the third kind,1977,True
Saturday Night Fever (1977),saturday-night-fever,https://letterboxd.com/film/saturday-night-fever/,saturday night fever,1977,True
Up in Smoke (1978),up-in-smoke-1978,https://letterboxd.com/film/up-in-smoke-1978/,up in smoke,1978,True
Grease (1978),grease,https://letterboxd.com/film/grease/,grease,1978,True
Dawn of the Dead (1978),dawn-of-the-dead,https://letterboxd.com/film/dawn-of-the-dead/,dawn of the dead,1978,True
Days of Heaven (1978),days-of-heaven,https://letterboxd.com/film/days-of-heaven/,days of heaven,1978,True
Halloween (1978),halloween-1978,https://letterboxd.com/film/halloween-1978/,halloween,1978,True
The Deer Hunter (1978),the-deer-hunter,https://letterboxd.com/film/the-deer-hunter/,the deer hunter,1978,True
Nosferatu the Vampyre (1979),nosferatu-the-vampyre,https://letterboxd.com/film/nosferatu-the-vampyre/,nosferatu the vampyre,1979,True
Mad Max (1979),mad-max,https://letterboxd.com/film/mad-max/,mad max,1979,True
Manhattan (1979),manhattan,https://letterboxd.com/film/manhattan/,manhattan,1979,True
Apocalypse Now (1979),apocalypse-now,https://letterboxd.com/film/apocalypse-now/,apocalypse now,1979,True
Alien (1979),alien,https://letterboxd.com/film/alien/,alien,1979,True
Life of Brian (1979),life-of-brian,https://letterboxd.com/film/life-of-brian/,life of brian,1979,True
Kramer vs. Kramer (1979),kramer-vs-kramer,https://letterboxd.com/film/kramer-vs-kramer/,kramer vs. kramer,1979,True
Being There (1979),being-there,https://letterboxd.com/film/being-there/,being there,1979,True
The Big Red One (1980),the-big-red-one,https://letterboxd.com/film/the-big-red-one/,the big red one,1980,True
The Empire Strikes Back (1980),the-empire-strikes-back,https://letterboxd.com/film/the-empire-strikes-back/,the empire strikes back,1980,True
The Shining (1980),the-shining,https://letterboxd.com/film/the-shining/,the shining,1980,True
Airplane! (1980),airplane,https://letterboxd.com/film/airplane/,airplane!,1980,True
Loulou (1980),loulou,https://letterboxd.com/film/loulou/,loulou,1980,True
The Last Metro (1980),the-last-metro,https://letterboxd.com/film/the-last-metro/,the last metro,1980,True
The Elephant Man (1980),the-elephant-man,https://letterboxd.com/film/the-elephant-man/,the elephant man,1980,True
Raging Bull (1980),raging-bull,https://letterboxd.com/film/raging-bull/,raging bull,1980,True
Diva (1981),diva,https://letterboxd.com/film/diva/,diva,1981,True
Chariots of Fire (1981),chariots-of-fire,https://letterboxd.com/film/chariots-of-fire/,chariots of fire,1981,True
Raiders of the Lost Ark (1981),raiders-of-the-lost-ark,https://letterboxd.com/film/raiders-of-the-lost-ark/,raiders of the lost ark,1981,True
An American Werewolf in London (1981),an-american-werewolf-in-london,https://letterboxd.com/film/an-american-werewolf-in-london/,an american werewolf in london,1981,True
Body Heat (1981),body-heat,https://letterboxd.com/film/body-heat/,body heat,1981,True
The Evil Dead (1981),the-evil-dead,https://letterboxd.com/film/the-evil-dead/,the evil dead,1981,True
Das Boot (1981),das-boot,https://letterboxd.com/film/das-boot/,das boot,1981,True
Fitzcarraldo (1982),fitzcarraldo,https://letterboxd.com/film/fitzcarraldo/,fitzcarraldo,1982,True
E.T. the Extra-Terrestrial (1982),et-the-extra-terrestrial,https://letterboxd.com/film/et-the-extra-terrestrial/,e.t. the extra-terrestrial,1982,True
Poltergeist (1982),poltergeist,https://letterboxd.com/film/poltergeist/,poltergeist,1982,True
Blade Runner (1982),blade-runner,https://letterboxd.com/film/blade-runner/,blade runner,1982,True
The Thing (1982),the-thing,https://letterboxd.com/film/the-thing/,the thing,1982,True
The Draughtsman's Contract (1982),the-draughtsmans-contract,https://letterboxd.com/film/the-draughtsmans-contract/,the draughtsman's contract,1982,True
Gandhi (1982),gandhi,https://letterboxd.com/film/gandhi/,gandhi,1982,True
Tootsie (1982),tootsie,https://letterboxd.com/film/tootsie/,tootsie,1982,True
Fanny and Alexander (1982),fanny-and-alexander,https://letterboxd.com/film/fanny-and-alexander/,fanny and alexander,1982,True
The King of Comedy (1982),the-king-of-comedy,https://letterboxd.com/film/the-king-of-comedy/,the king of comedy,1982,True
Videodrome (1983),videodrome,https://letterboxd.com/film/videodrome/,videodrome,1983,True
The Last Battle (1983),the-last-battle,https://letterboxd.com/film/the-last-battle/,the last battle,1983,True
The Ballad of Narayama (1983),the-ballad-of-narayama,https://letterboxd.com/film/the-ballad-of-narayama/,the ballad of narayama,1983,True
L'Argent (1983),largent-1983,https://letterboxd.com/film/largent-1983/,l'argent,1983,True
Return of the Jedi (1983),return-of-the-jedi,https://letterboxd.com/film/return-of-the-jedi/,return of the jedi,1983,True
The Right Stuff (1983),the-right-stuff,https://letterboxd.com/film/the-right-stuff/,the right stuff,1983,True
Scarface (1983),scarface-1983,https://letterboxd.com/film/scarface-1983/,scarface,1983,True
Beverly Hills Cop (1984),beverly-hills-cop,https://letterboxd.com/film/beverly-hills-cop/,beverly hills cop,1984,True
Stranger Than Paradise (1984),stranger-than-paradise,https://letterboxd.com/film/stranger-than-paradise/,stranger than paradise,1984,True
This Is Spinal Tap (1984),this-is-spinal-tap,https://letterboxd.com/film/this-is-spinal-tap/,this is spinal tap,1984,True
The Natural (1984),the-natural,https://letterboxd.com/film/the-natural/,the natural,1984,True
"Paris, Texas (1984)",paris-texas,https://letterboxd.com/film/paris-texas/,"paris, texas",1984,True
Once Upon a Time in America (1984),once-upon-a-time-in-america,https://letterboxd.com/film/once-upon-a-time-in-america/,once upon a time in america,1984,True
Ghostbusters (1984),ghostbusters,https://letterboxd.com/film/ghostbusters/,ghostbusters,1984,True
Amadeus (1984),amadeus,https://letterboxd.com/film/amadeus/,amadeus,1984,True
The Terminator (1984),the-terminator,https://letterboxd.com/film/the-terminator/,the terminator,1984,True
The Killing Fields (1984),the-killing-fields,https://letterboxd.com/film/the-killing-fields/,the killing fields,1984,True
A Nightmare on Elm Street (1984),a-nightmare-on-elm-street,https://letterboxd.com/film/a-nightmare-on-elm-street/,a nightmare on elm street,1984,True
A Passage to India (1984),a-passage-to-india,https://letterboxd.com/film/a-passage-to-india/,a passage to india,1984,True
The Breakfast Club (1985),the-breakfast-club,https://letterboxd.com/film/the-breakfast-club/,the breakfast club,1985,True
Brazil (1985),brazil,https://letterboxd.com/film/brazil/,brazil,1985,True
The Purple Rose of Cairo (1985),the-purple-rose-of-cairo,https://letterboxd.com/film/the-purple-rose-of-cairo/,the purple rose of cairo,1985,True
Ran (1985),ran,https://letterboxd.com/film/ran/,ran,1985,True
Back to the Future (1985),back-to-the-future,https://letterboxd.com/film/back-to-the-future/,back to the future,1985,True
Come and See (1985),come-and-see,https://letterboxd.com/film/come-and-see/,come and see,1985,True
Kiss of the Spider Woman (1985),kiss-of-the-spider-woman,https://letterboxd.com/film/kiss-of-the-spider-woman/,kiss of the spider woman,1985,True
The Quiet Earth (1985),the-quiet-earth,https://letterboxd.com/film/the-quiet-earth/,the quiet earth,1985,True
Vagabond (1985),vagabond,https://letterboxd.com/film/vagabond/,vagabond,1985,True
A Room with a View (1986),a-room-with-a-view,https://letterboxd.com/film/a-room-with-a-view/,a room with a view,1986,True
The Color Purple (1985),the-color-purple,https://letterboxd.com/film/the-color-purple/,the color purple,1985,True
Out of Africa (1985),out-of-africa,https://letterboxd.com/film/out-of-africa/,out of africa,1985,True
Hannah and Her Sisters (1986),hannah-and-her-sisters,https://letterboxd.com/film/hannah-and-her-sisters/,hannah and her sisters,1986,True
Salvador (1986),salvador,https://letterboxd.com/film/salvador/,salvador,1986,True
The Decline of the American Empire (1986),the-decline-of-the-american-empire,https://letterboxd.com/film/the-decline-of-the-american-empire/,the decline of the american empire,1986,True
Top Gun (1986),top-gun,https://letterboxd.com/film/top-gun/,top gun,1986,True
Down by Law (1986),down-by-law,https://letterboxd.com/film/down-by-law/,down by law,1986,True
Ferris Bueller's Day Off (1986),ferris-buellers-day-off,https://letterboxd.com/film/ferris-buellers-day-off/,ferris bueller's day off,1986,True
Aliens (1986),aliens,https://letterboxd.com/film/aliens/,aliens,1986,True
Blue Velvet (1986),blue-velvet,https://letterboxd.com/film/blue-velvet/,blue velvet,1986,True
She's Gotta Have It (1986),shes-gotta-have-it,https://letterboxd.com/film/shes-gotta-have-it/,she's gotta have it,1986,True
Stand by Me (1986),stand-by-me,https://letterboxd.com/film/stand-by-me/,stand by me,1986,True
The Fly (1986),the-fly-1986,https://letterboxd.com/film/the-fly-1986/,the fly,1986,True
Children of a Lesser God (1986),children-of-a-lesser-god,https://letterboxd.com/film/children-of-a-lesser-god/,children of a lesser god,1986,True
The Fugitives (1986),the-fugitives-1986,https://letterboxd.com/film/the-fugitives-1986/,the fugitives,1986,True
Platoon (1986),platoon,https://letterboxd.com/film/platoon/,platoon,1986,True
Fatal Attraction (1987),fatal-attraction,https://letterboxd.com/film/fatal-attraction/,fatal attraction,1987,True
Babette's Feast (1987),babettes-feast,https://letterboxd.com/film/babettes-feast/,babette's feast,1987,True
The Untouchables (1987),the-untouchables,https://letterboxd.com/film/the-untouchables/,the untouchables,1987,True
Full Metal Jacket (1987),full-metal-jacket,https://letterboxd.com/film/full-metal-jacket/,full metal jacket,1987,True
Project A Part II (1987),project-a-part-ii,https://letterboxd.com/film/project-a-part-ii/,project a part ii,1987,True
Au Revoir les Enfants (1987),au-revoir-les-enfants,https://letterboxd.com/film/au-revoir-les-enfants/,au revoir les enfants,1987,True
The Princess Bride (1987),the-princess-bride,https://letterboxd.com/film/the-princess-bride/,the princess bride,1987,True
Wall Street (1987),wall-street,https://letterboxd.com/film/wall-street/,wall street,1987,True
Moonstruck (1987),moonstruck,https://letterboxd.com/film/moonstruck/,moonstruck,1987,True
"Good Morning, Vietnam (1987)",good-morning-vietnam,https://letterboxd.com/film/good-morning-vietnam/,"good morning, vietnam",1987,True
Women on the Verge of a Nervous Breakdown (1988),women-on-the-verge-of-a-nervous-breakdown,https://letterboxd.com/film/women-on-the-verge-of-a-nervous-breakdown/,women on the verge of a nervous breakdown,1988,True
Grave of the Fireflies (1988),grave-of-the-fireflies,https://letterboxd.com/film/grave-of-the-fireflies/,grave of the fireflies,1988,True
Bull Durham (1988),bull-durham,https://letterboxd.com/film/bull-durham/,bull durham,1988,True
Who Framed Roger Rabbit (1988),who-framed-roger-rabbit,https://letterboxd.com/film/who-framed-roger-rabbit/,who framed roger rabbit,1988,True
Die Hard (1988),die-hard,https://letterboxd.com/film/die-hard/,die hard,1988,True
A Fish Called Wanda (1988),a-fish-called-wanda,https://letterboxd.com/film/a-fish-called-wanda/,a fish called wanda,1988,True
Akira (1988),akira,https://letterboxd.com/film/akira/,akira,1988,True
Alice (1988),alice-1988,https://letterboxd.com/film/alice-1988/,alice,1988,True
Story of Women (1988),story-of-women,https://letterboxd.com/film/story-of-women/,story of women,1988,True
Dead Ringers (1988),dead-ringers,https://letterboxd.com/film/dead-ringers/,dead ringers,1988,True
Cinema Paradiso (1988),cinema-paradiso,https://letterboxd.com/film/cinema-paradiso/,cinema paradiso,1988,True
The Naked Gun: From the Files of Police Squad! (1988),the-naked-gun-from-the-files-of-police-squad,https://letterboxd.com/film/the-naked-gun-from-the-files-of-police-squad/,the naked gun: from the files of police squad!,1988,True
Rain Man (1988),rain-man,https://letterboxd.com/film/rain-man/,rain man,1988,True
Beetlejuice (1988),beetlejuice,https://letterboxd.com/film/beetlejuice/,beetlejuice,1988,True
Coming to America (1988),coming-to-america,https://letterboxd.com/film/coming-to-america/,coming to america,1988,True
Field of Dreams (1989),field-of-dreams,https://letterboxd.com/film/field-of-dreams/,field of dreams,1989,True
Do the Right Thing (1989),do-the-right-thing,https://letterboxd.com/film/do-the-right-thing/,do the right thing,1989,True
Batman (1989),batman-1989,https://letterboxd.com/film/batman-1989/,batman,1989,True
When Harry Met Sally... (1989),when-harry-met-sally,https://letterboxd.com/film/when-harry-met-sally/,when harry met sally...,1989,True
"sex, lies, and videotape (1989)",sex-lies-and-videotape,https://letterboxd.com/film/sex-lies-and-videotape/,"sex, lies, and videotape",1989,True
Crimes and Misdemeanors (1989),crimes-and-misdemeanors,https://letterboxd.com/film/crimes-and-misdemeanors/,crimes and misdemeanors,1989,True
Dead Poets Society (1989),dead-poets-society,https://letterboxd.com/film/dead-poets-society/,dead poets society,1989,True
Pretty Woman (1990),pretty-woman,https://letterboxd.com/film/pretty-woman/,pretty woman,1990,True
King of New York (1990),king-of-new-york,https://letterboxd.com/film/king-of-new-york/,king of new york,1990,True
Slacker (1990),slacker,https://letterboxd.com/film/slacker/,slacker,1990,True
"No Fear, No Die (1990)",no-fear-no-die,https://letterboxd.com/film/no-fear-no-die/,"no fear, no die",1990,True
GoodFellas (1990),goodfellas,https://letterboxd.com/film/goodfellas/,goodfellas,1990,True
Jacob's Ladder (1990),jacobs-ladder,https://letterboxd.com/film/jacobs-ladder/,jacob's ladder,1990,True
Dances with Wolves (1990),dances-with-wolves,https://letterboxd.com/film/dances-with-wolves/,dances with wolves,1990,True
Edward Scissorhands (1990),edward-scissorhands,https://letterboxd.com/film/edward-scissorhands/,edward scissorhands,1990,True
The Silence of the Lambs (1991),the-silence-of-the-lambs,https://letterboxd.com/film/the-silence-of-the-lambs/,the silence of the lambs,1991,True
My Own Private Idaho (1991),my-own-private-idaho,https://letterboxd.com/film/my-own-private-idaho/,my own private idaho,1991,True
Delicatessen (1991),delicatessen,https://letterboxd.com/film/delicatessen/,delicatessen,1991,True
La Belle Noiseuse (1991),la-belle-noiseuse,https://letterboxd.com/film/la-belle-noiseuse/,la belle noiseuse,1991,True
The Double Life of Véronique (1991),the-double-life-of-veronique,https://letterboxd.com/film/the-double-life-of-veronique/,the double life of véronique,1991,True
Thelma & Louise (1991),thelma-louise,https://letterboxd.com/film/thelma-louise/,thelma & louise,1991,True
Terminator 2: Judgment Day (1991),terminator-2-judgment-day,https://letterboxd.com/film/terminator-2-judgment-day/,terminator 2: judgment day,1991,True
Boyz n the Hood (1991),boyz-n-the-hood,https://letterboxd.com/film/boyz-n-the-hood/,boyz n the hood,1991,True
Barton Fink (1991),barton-fink,https://letterboxd.com/film/barton-fink/,barton fink,1991,True
JFK (1991),jfk,https://letterboxd.com/film/jfk/,jfk,1991,True
Reservoir Dogs (1992),reservoir-dogs,https://letterboxd.com/film/reservoir-dogs/,reservoir dogs,1992,True
A Tale of Winter (1992),a-tale-of-winter,https://letterboxd.com/film/a-tale-of-winter/,a tale of winter,1992,True
The Player (1992),the-player,https://letterboxd.com/film/the-player/,the player,1992,True
Unforgiven (1992),unforgiven,https://letterboxd.com/film/unforgiven/,unforgiven,1992,True
Man Bites Dog (1992),man-bites-dog,https://letterboxd.com/film/man-bites-dog/,man bites dog,1992,True
Glengarry Glen Ross (1992),glengarry-glen-ross,https://letterboxd.com/film/glengarry-glen-ross/,glengarry glen ross,1992,True
Chaplin (1992),chaplin,https://letterboxd.com/film/chaplin/,chaplin,1992,True
Three Colours: Blue (1993),three-colours-blue,https://letterboxd.com/film/three-colours-blue/,three colours: blue,1993,True
Groundhog Day (1993),groundhog-day,https://letterboxd.com/film/groundhog-day/,groundhog day,1993,True
The Piano (1993),the-piano,https://letterboxd.com/film/the-piano/,the piano,1993,True
Jurassic Park (1993),jurassic-park,https://letterboxd.com/film/jurassic-park/,jurassic park,1993,True
Short Cuts (1993),short-cuts,https://letterboxd.com/film/short-cuts/,short cuts,1993,True
Thirty Two Short Films About Glenn Gould (1993),thirty-two-short-films-about-glenn-gould,https://letterboxd.com/film/thirty-two-short-films-about-glenn-gould/,thirty two short films about glenn gould,1993,True
Schindler's List (1993),schindlers-list,https://letterboxd.com/film/schindlers-list/,schindler's list,1993,True
Philadelphia (1993),philadelphia,https://letterboxd.com/film/philadelphia/,philadelphia,1993,True
Satantango (1994),satantango,https://letterboxd.com/film/satantango/,satantango,1994,True
Four Weddings and a Funeral (1994),four-weddings-and-a-funeral,https://letterboxd.com/film/four-weddings-and-a-funeral/,four weddings and a funeral,1994,True
The Lion King (1994),the-lion-king,https://letterboxd.com/film/the-lion-king/,the lion king,1994,True
The Last Seduction (1994),the-last-seduction,https://letterboxd.com/film/the-last-seduction/,the last seduction,1994,True
Three Colours: Red (1994),three-colours-red,https://letterboxd.com/film/three-colours-red/,three colours: red,1994,True
"The Adventures of Priscilla, Queen of the Desert (1994)",the-adventures-of-priscilla-queen-of-the-desert,https://letterboxd.com/film/the-adventures-of-priscilla-queen-of-the-desert/,"the adventures of priscilla, queen of the desert",1994,True
Forrest Gump (1994),forrest-gump,https://letterboxd.com/film/forrest-gump/,forrest gump,1994,True
Chungking Express (1994),chungking-express,https://letterboxd.com/film/chungking-express/,chungking express,1994,True
Pulp Fiction (1994),pulp-fiction,https://letterboxd.com/film/pulp-fiction/,pulp fiction,1994,True
Muriel's Wedding (1994),muriels-wedding,https://letterboxd.com/film/muriels-wedding/,muriel's wedding,1994,True
Clerks (1994),clerks,https://letterboxd.com/film/clerks/,clerks,1994,True
Léon: The Professional (1994),leon-the-professional,https://letterboxd.com/film/leon-the-professional/,léon: the professional,1994,True
The Shawshank Redemption (1994),the-shawshank-redemption,https://letterboxd.com/film/the-shawshank-redemption/,the shawshank redemption,1994,True
Cyclo (1995),cyclo,https://letterboxd.com/film/cyclo/,cyclo,1995,True
Safe (1995),safe,https://letterboxd.com/film/safe/,safe,1995,True
The Usual Suspects (1995),the-usual-suspects,https://letterboxd.com/film/the-usual-suspects/,the usual suspects,1995,True
Casino (1995),casino,https://letterboxd.com/film/casino/,casino,1995,True
Braveheart (1995),braveheart,https://letterboxd.com/film/braveheart/,braveheart,1995,True
Dead Man (1995),dead-man,https://letterboxd.com/film/dead-man/,dead man,1995,True
Clueless (1995),clueless,https://letterboxd.com/film/clueless/,clueless,1995,True
Babe (1995),babe,https://letterboxd.com/film/babe/,babe,1995,True
Se7en (1995),se7en,https://letterboxd.com/film/se7en/,se7en,1995,True
Toy Story (1995),toy-story,https://letterboxd.com/film/toy-story/,toy story,1995,True
La Haine (1995),la-haine,https://letterboxd.com/film/la-haine/,la haine,1995,True
Heat (1995),heat-1995,https://letterboxd.com/film/heat-1995/,heat,1995,True
Shine (1996),shine,https://letterboxd.com/film/shine/,shine,1996,True
Trainspotting (1996),trainspotting,https://letterboxd.com/film/trainspotting/,trainspotting,1996,True
Fargo (1996),fargo,https://letterboxd.com/film/fargo/,fargo,1996,True
Lone Star (1996),lone-star-1996,https://letterboxd.com/film/lone-star-1996/,lone star,1996,True
Secrets & Lies (1996),secrets-lies,https://letterboxd.com/film/secrets-lies/,secrets & lies,1996,True
Breaking the Waves (1996),breaking-the-waves,https://letterboxd.com/film/breaking-the-waves/,breaking the waves,1996,True
Independence Day (1996),independence-day,https://letterboxd.com/film/independence-day/,independence day,1996,True
The Rock (1996),the-rock,https://letterboxd.com/film/the-rock/,the rock,1996,True
Mission: Impossible (1996),mission-impossible,https://letterboxd.com/film/mission-impossible/,mission: impossible,1996,True
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),dont-be-a-menace-to-south-central-while-drinking-your-juice-in-the-hood,https://letterboxd.com/film/dont-be-a-menace-to-south-central-while-drinking-your-juice-in-the-hood/,don't be a menace to south central while drinking your juice in the hood,1996,True
Scream (1996),scream,https://letterboxd.com/film/scream/,scream,1996,True
The Ice Storm (1997),the-ice-storm,https://letterboxd.com/film/the-ice-storm/,the ice storm,1997,True
Funny Games (1997),funny-games,https://letterboxd.com/film/funny-games/,funny games,1997,True
L.A. Confidential (1997),la-confidential,https://letterboxd.com/film/la-confidential/,l.a. confidential,1997,True
The Sweet Hereafter (1997),the-sweet-hereafter,https://letterboxd.com/film/the-sweet-hereafter/,the sweet hereafter,1997,True
Princess Mononoke (1997),princess-mononoke,https://letterboxd.com/film/princess-mononoke/,princess mononoke,1997,True
Fireworks (1997),fireworks-1997,https://letterboxd.com/film/fireworks-1997/,fireworks,1997,True
Boogie Nights (1997),boogie-nights,https://letterboxd.com/film/boogie-nights/,boogie nights,1997,True
Titanic (1997),titanic-1997,https://letterboxd.com/film/titanic-1997/,titanic,1997,True
Open Your Eyes (1997),open-your-eyes,https://letterboxd.com/film/open-your-eyes/,open your eyes,1997,True
Face/Off (1997),face-off,https://letterboxd.com/film/face-off/,face/off,1997,True
Men in Black (1997),men-in-black,https://letterboxd.com/film/men-in-black/,men in black,1997,True
The Fifth Element (1997),the-fifth-element,https://letterboxd.com/film/the-fifth-element/,the fifth element,1997,True
Good Will Hunting (1997),good-will-hunting,https://letterboxd.com/film/good-will-hunting/,good will hunting,1997,True
Life Is Beautiful (1997),life-is-beautiful,https://letterboxd.com/film/life-is-beautiful/,life is beautiful,1997,True
Buffalo '66 (1998),buffalo-66,https://letterboxd.com/film/buffalo-66/,buffalo '66,1998,True
Ring (1998),ring-1998,https://letterboxd.com/film/ring-1998/,ring,1998,True
The Big Lebowski (1998),the-big-lebowski,https://letterboxd.com/film/the-big-lebowski/,the big lebowski,1998,True
"Lock, Stock and Two Smoking Barrels (1998)",lock-stock-and-two-smoking-barrels,https://letterboxd.com/film/lock-stock-and-two-smoking-barrels/,"lock, stock and two smoking barrels",1998,True
The Celebration (1998),the-celebration,https://letterboxd.com/film/the-celebration/,the celebration,1998,True
Pi (1998),pi,https://letterboxd.com/film/pi/,pi,1998,True
There's Something About Mary (1998),theres-something-about-mary,https://letterboxd.com/film/theres-something-about-mary/,there's something about mary,1998,True
Saving Private Ryan (1998),saving-private-ryan,https://letterboxd.com/film/saving-private-ryan/,saving private ryan,1998,True
Run Lola Run (1998),run-lola-run,https://letterboxd.com/film/run-lola-run/,run lola run,1998,True
Rushmore (1998),rushmore,https://letterboxd.com/film/rushmore/,rushmore,1998,True
Happiness (1998),happiness,https://letterboxd.com/film/happiness/,happiness,1998,True
Taxi (1998),taxi-1998,https://letterboxd.com/film/taxi-1998/,taxi,1998,True
The Truman Show (1998),the-truman-show,https://letterboxd.com/film/the-truman-show/,the truman show,1998,True
American History X (1998),american-history-x,https://letterboxd.com/film/american-history-x/,american history x,1998,True
The Thin Red Line (1998),the-thin-red-line,https://letterboxd.com/film/the-thin-red-line/,the thin red line,1998,True
The Blair Witch Project (1999),the-blair-witch-project,https://letterboxd.com/film/the-blair-witch-project/,the blair witch project,1999,True
The Matrix (1999),the-matrix,https://letterboxd.com/film/the-matrix/,the matrix,1999,True
All About My Mother (1999),all-about-my-mother,https://letterboxd.com/film/all-about-my-mother/,all about my mother,1999,True
The Sixth Sense (1999),the-sixth-sense,https://letterboxd.com/film/the-sixth-sense/,the sixth sense,1999,True
Being John Malkovich (1999),being-john-malkovich,https://letterboxd.com/film/being-john-malkovich/,being john malkovich,1999,True
American Beauty (1999),american-beauty,https://letterboxd.com/film/american-beauty/,american beauty,1999,True
Fight Club (1999),fight-club,https://letterboxd.com/film/fight-club/,fight club,1999,True
Three Kings (1999),three-kings,https://letterboxd.com/film/three-kings/,three kings,1999,True
Toy Story 2 (1999),toy-story-2,https://letterboxd.com/film/toy-story-2/,toy story 2,1999,True
Magnolia (1999),magnolia,https://letterboxd.com/film/magnolia/,magnolia,1999,True
The Green Mile (1999),the-green-mile,https://letterboxd.com/film/the-green-mile/,the green mile,1999,True
Gladiator (2000),gladiator-2000,https://letterboxd.com/film/gladiator-2000/,gladiator,2000,True
Yi Yi (2000),yi-yi,https://letterboxd.com/film/yi-yi/,yi yi,2000,True
"Crouching Tiger, Hidden Dragon (2000)",crouching-tiger-hidden-dragon,https://letterboxd.com/film/crouching-tiger-hidden-dragon/,"crouching tiger, hidden dragon",2000,True
In the Mood for Love (2000),in-the-mood-for-love,https://letterboxd.com/film/in-the-mood-for-love/,in the mood for love,2000,True
Amores Perros (2000),amores-perros,https://letterboxd.com/film/amores-perros/,amores perros,2000,True
Dancer in the Dark (2000),dancer-in-the-dark,https://letterboxd.com/film/dancer-in-the-dark/,dancer in the dark,2000,True
"O Brother, Where Art Thou? (2000)",o-brother-where-art-thou,https://letterboxd.com/film/o-brother-where-art-thou/,"o brother, where art thou?",2000,True
Memento (2000),memento,https://letterboxd.com/film/memento/,memento,2000,True
Requiem for a Dream (2000),requiem-for-a-dream,https://letterboxd.com/film/requiem-for-a-dream/,requiem for a dream,2000,True
Erin Brockovich (2000),erin-brockovich,https://letterboxd.com/film/erin-brockovich/,erin brockovich,2000,True
American Psycho (2000),american-psycho,https://letterboxd.com/film/american-psycho/,american psycho,2000,True
Cast Away (2000),cast-away,https://letterboxd.com/film/cast-away/,cast away,2000,True
Snatch (2000),snatch,https://letterboxd.com/film/snatch/,snatch,2000,True
Moulin Rouge! (2001),moulin-rouge-2001,https://letterboxd.com/film/moulin-rouge-2001/,moulin rouge!,2001,True
Amélie (2001),amelie,https://letterboxd.com/film/amelie/,amélie,2001,True
No Man's Land (2001),no-mans-land-2001,https://letterboxd.com/film/no-mans-land-2001/,no man's land,2001,True
Mulholland Drive (2001),mulholland-drive,https://letterboxd.com/film/mulholland-drive/,mulholland drive,2001,True
Spirited Away (2001),spirited-away,https://letterboxd.com/film/spirited-away/,spirited away,2001,True
The Fast and the Furious (2001),the-fast-and-the-furious-2001,https://letterboxd.com/film/the-fast-and-the-furious-2001/,the fast and the furious,2001,True
Ocean's Eleven (2001),oceans-eleven-2001,https://letterboxd.com/film/oceans-eleven-2001/,ocean's eleven,2001,True
The Lord of the Rings: The Fellowship of the Ring (2001),the-lord-of-the-rings-the-fellowship-of-the-ring,https://letterboxd.com/film/the-lord-of-the-rings-the-fellowship-of-the-ring/,the lord of the rings: the fellowship of the ring,2001,True
City of God (2002),city-of-god,https://letterboxd.com/film/city-of-god/,city of god,2002,True
Talk to Her (2002),talk-to-her,https://letterboxd.com/film/talk-to-her/,talk to her,2002,True
Irreversible (2002),irreversible,https://letterboxd.com/film/irreversible/,irreversible,2002,True
The Pianist (2002),the-pianist,https://letterboxd.com/film/the-pianist/,the pianist,2002,True
Far from Heaven (2002),far-from-heaven,https://letterboxd.com/film/far-from-heaven/,far from heaven,2002,True
Bowling for Columbine (2002),bowling-for-columbine,https://letterboxd.com/film/bowling-for-columbine/,bowling for columbine,2002,True
Gangs of New York (2002),gangs-of-new-york-2002,https://letterboxd.com/film/gangs-of-new-york-2002/,gangs of new york,2002,True
