title,slug,link
Star Wars (1977),star-wars,https://letterboxd.com/film/star-wars/
Ceddo (1977),ceddo,https://letterboxd.com/film/ceddo/
The Hills Have Eyes (1977),the-hills-have-eyes,https://letterboxd.com/film/the-hills-have-eyes/
The American Friend (1977),the-american-friend,https://letterboxd.com/film/the-american-friend/
Last Chants for a Slow Dance (1977),last-chants-for-a-slow-dance,https://letterboxd.com/film/last-chants-for-a-slow-dance/
Soldier of Orange (1977),soldier-of-orange,https://letterboxd.com/film/soldier-of-orange/
Sleeping Dogs (1977),sleeping-dogs,https://letterboxd.com/film/sleeping-dogs/
Close Encounters of the Third Kind (1977),close-encounters-of-the-third-kind,https://letterboxd.com/film/close-encounters-of-the-third-kind/
Saturday Night Fever (1977),saturday-night-fever,https://letterboxd.com/film/saturday-night-fever/
Up in Smoke (1978),up-in-smoke-1978,https://letterboxd.com/film/up-in-smoke-1978/
The 36th Chamber of Shaolin (1978),the-36th-chamber-of-shaolin,https://letterboxd.com/film/the-36th-chamber-of-shaolin/
Killer of Sheep (1978),killer-of-sheep,https://letterboxd.com/film/killer-of-sheep/
The Tree of Wooden Clogs (1978),the-tree-of-wooden-clogs,https://letterboxd.com/film/the-tree-of-wooden-clogs/
The Chant of Jimmie Blacksmith (1978),the-chant-of-jimmie-blacksmith,https://letterboxd.com/film/the-chant-of-jimmie-blacksmith/
Grease (1978),grease,https://letterboxd.com/film/grease/
The Five Venoms (1978),the-five-venoms,https://letterboxd.com/film/the-five-venoms/
Dawn of the Dead (1978),dawn-of-the-dead,https://letterboxd.com/film/dawn-of-the-dead/
Days of Heaven (1978),days-of-heaven,https://letterboxd.com/film/days-of-heaven/
Halloween (1978),halloween-1978,https://letterboxd.com/film/halloween-1978/
The Deer Hunter (1978),the-deer-hunter,https://letterboxd.com/film/the-deer-hunter/
Nosferatu the Vampyre (1979),nosferatu-the-vampyre,https://letterboxd.com/film/nosferatu-the-vampyre/
The Marriage of Maria Braun (1979),the-marriage-of-maria-braun,https://letterboxd.com/film/the-marriage-of-maria-braun/
Christ Stopped at Eboli (1979),christ-stopped-at-eboli,https://letterboxd.com/film/christ-stopped-at-eboli/
Real Life (1979),real-life,https://letterboxd.com/film/real-life/
Mad Max (1979),mad-max,https://letterboxd.com/film/mad-max/
Manhattan (1979),manhattan,https://letterboxd.com/film/manhattan/
My Brilliant Career (1979),my-brilliant-career,https://letterboxd.com/film/my-brilliant-career/
The Tin Drum (1979),the-tin-drum,https://letterboxd.com/film/the-tin-drum/
Apocalypse Now (1979),apocalypse-now,https://letterboxd.com/film/apocalypse-now/
Breaking Away (1979),breaking-away,https://letterboxd.com/film/breaking-away/
Alien (1979),alien,https://letterboxd.com/film/alien/
Stalker (1979),stalker,https://letterboxd.com/film/stalker/
The Muppet Movie (1979),the-muppet-movie,https://letterboxd.com/film/the-muppet-movie/
Life of Brian (1979),life-of-brian,https://letterboxd.com/film/life-of-brian/
The Jerk (1979),the-jerk,https://letterboxd.com/film/the-jerk/
Kramer vs. Kramer (1979),kramer-vs-kramer,https://letterboxd.com/film/kramer-vs-kramer/
Being There (1979),being-there,https://letterboxd.com/film/being-there/
All That Jazz (1979),all-that-jazz,https://letterboxd.com/film/all-that-jazz/
The Big Red One (1980),the-big-red-one,https://letterboxd.com/film/the-big-red-one/
The Empire Strikes Back (1980),the-empire-strikes-back,https://letterboxd.com/film/the-empire-strikes-back/
The Shining (1980),the-shining,https://letterboxd.com/film/the-shining/
Airplane! (1980),airplane,https://letterboxd.com/film/airplane/
Atlantic City (1980),atlantic-city,https://letterboxd.com/film/atlantic-city/
Loulou (1980),loulou,https://letterboxd.com/film/loulou/
The Last Metro (1980),the-last-metro,https://letterboxd.com/film/the-last-metro/
Ordinary People (1980),ordinary-people,https://letterboxd.com/film/ordinary-people/
The Elephant Man (1980),the-elephant-man,https://letterboxd.com/film/the-elephant-man/
The Taming of the Scoundrel (1980),the-taming-of-the-scoundrel,https://letterboxd.com/film/the-taming-of-the-scoundrel/
Adventures of Captain Vrungel (1980),adventures-of-captain-vrungel,https://letterboxd.com/film/adventures-of-captain-vrungel/
Raging Bull (1980),raging-bull,https://letterboxd.com/film/raging-bull/
Diva (1981),diva,https://letterboxd.com/film/diva/
Three Brothers (1981),three-brothers,https://letterboxd.com/film/three-brothers/
Chariots of Fire (1981),chariots-of-fire,https://letterboxd.com/film/chariots-of-fire/
Raiders of the Lost Ark (1981),raiders-of-the-lost-ark,https://letterboxd.com/film/raiders-of-the-lost-ark/
Man of Iron (1981),man-of-iron,https://letterboxd.com/film/man-of-iron/
Gallipoli (1981),gallipoli,https://letterboxd.com/film/gallipoli/
An American Werewolf in London (1981),an-american-werewolf-in-london,https://letterboxd.com/film/an-american-werewolf-in-london/
Body Heat (1981),body-heat,https://letterboxd.com/film/body-heat/
The Evil Dead (1981),the-evil-dead,https://letterboxd.com/film/the-evil-dead/
Das Boot (1981),das-boot,https://letterboxd.com/film/das-boot/
Too Early / Too Late (1981),too-early-too-late,https://letterboxd.com/film/too-early-too-late/
Reds (1981),reds,https://letterboxd.com/film/reds/
A Question of Silence (1982),a-question-of-silence,https://letterboxd.com/film/a-question-of-silence/
Fitzcarraldo (1982),fitzcarraldo,https://letterboxd.com/film/fitzcarraldo/
Diner (1982),diner,https://letterboxd.com/film/diner/
Koyaanisqatsi (1982),koyaanisqatsi,https://letterboxd.com/film/koyaanisqatsi/
E.T. the Extra-Terrestrial (1982),et-the-extra-terrestrial,https://letterboxd.com/film/et-the-extra-terrestrial/
Poltergeist (1982),poltergeist,https://letterboxd.com/film/poltergeist/
Blade Runner (1982),blade-runner,https://letterboxd.com/film/blade-runner/
The Thing (1982),the-thing,https://letterboxd.com/film/the-thing/
Fast Times at Ridgemont High (1982),fast-times-at-ridgemont-high,https://letterboxd.com/film/fast-times-at-ridgemont-high/
The Road (1982),the-road-1982,https://letterboxd.com/film/the-road-1982/
The Draughtsman's Contract (1982),the-draughtsmans-contract,https://letterboxd.com/film/the-draughtsmans-contract/
The Night of the Shooting Stars (1982),the-night-of-the-shooting-stars,https://letterboxd.com/film/the-night-of-the-shooting-stars/
Gandhi (1982),gandhi,https://letterboxd.com/film/gandhi/
Tootsie (1982),tootsie,https://letterboxd.com/film/tootsie/
Fanny and Alexander (1982),fanny-and-alexander,https://letterboxd.com/film/fanny-and-alexander/
The King of Comedy (1982),the-king-of-comedy,https://letterboxd.com/film/the-king-of-comedy/
Utu (1983),utu,https://letterboxd.com/film/utu/
Videodrome (1983),videodrome,https://letterboxd.com/film/videodrome/
Sans Soleil (1983),sans-soleil,https://letterboxd.com/film/sans-soleil/
Local Hero (1983),local-hero,https://letterboxd.com/film/local-hero/
The 4th Man (1983),the-4th-man,https://letterboxd.com/film/the-4th-man/
The Last Battle (1983),the-last-battle,https://letterboxd.com/film/the-last-battle/
The Ballad of Narayama (1983),the-ballad-of-narayama,https://letterboxd.com/film/the-ballad-of-narayama/
L'Argent (1983),largent-1983,https://letterboxd.com/film/largent-1983/
Return of the Jedi (1983),return-of-the-jedi,https://letterboxd.com/film/return-of-the-jedi/
The Big Chill (1983),the-big-chill,https://letterboxd.com/film/the-big-chill/
El Norte (1983),el-norte,https://letterboxd.com/film/el-norte/
The Right Stuff (1983),the-right-stuff,https://letterboxd.com/film/the-right-stuff/
A Christmas Story (1983),a-christmas-story-1983,https://letterboxd.com/film/a-christmas-story-1983/
Terms of Endearment (1983),terms-of-endearment,https://letterboxd.com/film/terms-of-endearment/
Scarface (1983),scarface-1983,https://letterboxd.com/film/scarface-1983/
Beverly Hills Cop (1984),beverly-hills-cop,https://letterboxd.com/film/beverly-hills-cop/
Stranger Than Paradise (1984),stranger-than-paradise,https://letterboxd.com/film/stranger-than-paradise/
This Is Spinal Tap (1984),this-is-spinal-tap,https://letterboxd.com/film/this-is-spinal-tap/
The Natural (1984),the-natural,https://letterboxd.com/film/the-natural/
"Paris, Texas (1984)",paris-texas,https://letterboxd.com/film/paris-texas/
Once Upon a Time in America (1984),once-upon-a-time-in-america,https://letterboxd.com/film/once-upon-a-time-in-america/
Ghostbusters (1984),ghostbusters,https://letterboxd.com/film/ghostbusters/
Amadeus (1984),amadeus,https://letterboxd.com/film/amadeus/
The Terminator (1984),the-terminator,https://letterboxd.com/film/the-terminator/
The Killing Fields (1984),the-killing-fields,https://letterboxd.com/film/the-killing-fields/
A Nightmare on Elm Street (1984),a-nightmare-on-elm-street,https://letterboxd.com/film/a-nightmare-on-elm-street/
A Passage to India (1984),a-passage-to-india,https://letterboxd.com/film/a-passage-to-india/
The Breakfast Club (1985),the-breakfast-club,https://letterboxd.com/film/the-breakfast-club/
Brazil (1985),brazil,https://letterboxd.com/film/brazil/
The Purple Rose of Cairo (1985),the-purple-rose-of-cairo,https://letterboxd.com/film/the-purple-rose-of-cairo/
The Official Story (1985),the-official-story,https://letterboxd.com/film/the-official-story/
Shoah (1985),shoah,https://letterboxd.com/film/shoah/
Mishima: A Life in Four Chapters (1985),mishima-a-life-in-four-chapters,https://letterboxd.com/film/mishima-a-life-in-four-chapters/
Ran (1985),ran,https://letterboxd.com/film/ran/
Prizzi's Honor (1985),prizzis-honor,https://letterboxd.com/film/prizzis-honor/
Back to the Future (1985),back-to-the-future,https://letterboxd.com/film/back-to-the-future/
Come and See (1985),come-and-see,https://letterboxd.com/film/come-and-see/
Kiss of the Spider Woman (1985),kiss-of-the-spider-woman,https://letterboxd.com/film/kiss-of-the-spider-woman/
The Time to Live and the Time to Die (1985),the-time-to-live-and-the-time-to-die,https://letterboxd.com/film/the-time-to-live-and-the-time-to-die/
The Quiet Earth (1985),the-quiet-earth,https://letterboxd.com/film/the-quiet-earth/
Sherman's March (1985),shermans-march,https://letterboxd.com/film/shermans-march/
Tampopo (1985),tampopo,https://letterboxd.com/film/tampopo/
Vagabond (1985),vagabond,https://letterboxd.com/film/vagabond/
A Room with a View (1986),a-room-with-a-view,https://letterboxd.com/film/a-room-with-a-view/
The Color Purple (1985),the-color-purple,https://letterboxd.com/film/the-color-purple/
Out of Africa (1985),out-of-africa,https://letterboxd.com/film/out-of-africa/
The Horse Thief (1986),the-horse-thief,https://letterboxd.com/film/the-horse-thief/
Hannah and Her Sisters (1986),hannah-and-her-sisters,https://letterboxd.com/film/hannah-and-her-sisters/
Caravaggio (1986),caravaggio,https://letterboxd.com/film/caravaggio/
Salvador (1986),salvador,https://letterboxd.com/film/salvador/
The Decline of the American Empire (1986),the-decline-of-the-american-empire,https://letterboxd.com/film/the-decline-of-the-american-empire/
Top Gun (1986),top-gun,https://letterboxd.com/film/top-gun/
Down by Law (1986),down-by-law,https://letterboxd.com/film/down-by-law/
Ferris Bueller's Day Off (1986),ferris-buellers-day-off,https://letterboxd.com/film/ferris-buellers-day-off/
Aliens (1986),aliens,https://letterboxd.com/film/aliens/
Blue Velvet (1986),blue-velvet,https://letterboxd.com/film/blue-velvet/
She's Gotta Have It (1986),shes-gotta-have-it,https://letterboxd.com/film/shes-gotta-have-it/
Stand by Me (1986),stand-by-me,https://letterboxd.com/film/stand-by-me/
Manhunter (1986),manhunter,https://letterboxd.com/film/manhunter/
The Fly (1986),the-fly-1986,https://letterboxd.com/film/the-fly-1986/
Peking Opera Blues (1986),peking-opera-blues,https://letterboxd.com/film/peking-opera-blues/
Children of a Lesser God (1986),children-of-a-lesser-god,https://letterboxd.com/film/children-of-a-lesser-god/
Henry: Portrait of a Serial Killer (1986),henry-portrait-of-a-serial-killer,https://letterboxd.com/film/henry-portrait-of-a-serial-killer/
The Fugitives (1986),the-fugitives-1986,https://letterboxd.com/film/the-fugitives-1986/
Platoon (1986),platoon,https://letterboxd.com/film/platoon/
Yeelen (1987),yeelen,https://letterboxd.com/film/yeelen/
Fatal Attraction (1987),fatal-attraction,https://letterboxd.com/film/fatal-attraction/
Raising Arizona (1987),raising-arizona,https://letterboxd.com/film/raising-arizona/
Withnail & I (1987),withnail-i,https://letterboxd.com/film/withnail-i/
Babette's Feast (1987),babettes-feast,https://letterboxd.com/film/babettes-feast/
Wings of Desire (1987),wings-of-desire,https://letterboxd.com/film/wings-of-desire/
The Untouchables (1987),the-untouchables,https://letterboxd.com/film/the-untouchables/
Full Metal Jacket (1987),full-metal-jacket,https://letterboxd.com/film/full-metal-jacket/
RoboCop (1987),robocop,https://letterboxd.com/film/robocop/
A Chinese Ghost Story (1987),a-chinese-ghost-story,https://letterboxd.com/film/a-chinese-ghost-story/
Project A Part II (1987),project-a-part-ii,https://letterboxd.com/film/project-a-part-ii/
Au Revoir les Enfants (1987),au-revoir-les-enfants,https://letterboxd.com/film/au-revoir-les-enfants/
The Dead (1987),the-dead,https://letterboxd.com/film/the-dead/
The Princess Bride (1987),the-princess-bride,https://letterboxd.com/film/the-princess-bride/
Red Sorghum (1988),red-sorghum,https://letterboxd.com/film/red-sorghum/
Housekeeping (1987),housekeeping,https://letterboxd.com/film/housekeeping/
Wall Street (1987),wall-street,https://letterboxd.com/film/wall-street/
Broadcast News (1987),broadcast-news,https://letterboxd.com/film/broadcast-news/
Moonstruck (1987),moonstruck,https://letterboxd.com/film/moonstruck/
"Planes, Trains and Automobiles (1987)",planes-trains-and-automobiles,https://letterboxd.com/film/planes-trains-and-automobiles/
"Good Morning, Vietnam (1987)",good-morning-vietnam,https://letterboxd.com/film/good-morning-vietnam/
Women on the Verge of a Nervous Breakdown (1988),women-on-the-verge-of-a-nervous-breakdown,https://letterboxd.com/film/women-on-the-verge-of-a-nervous-breakdown/
Grave of the Fireflies (1988),grave-of-the-fireflies,https://letterboxd.com/film/grave-of-the-fireflies/
"Distant Voices, Still Lives (1988)",distant-voices-still-lives,https://letterboxd.com/film/distant-voices-still-lives/
Big (1988),big,https://letterboxd.com/film/big/
Bull Durham (1988),bull-durham,https://letterboxd.com/film/bull-durham/
Who Framed Roger Rabbit (1988),who-framed-roger-rabbit,https://letterboxd.com/film/who-framed-roger-rabbit/
Die Hard (1988),die-hard,https://letterboxd.com/film/die-hard/
A Fish Called Wanda (1988),a-fish-called-wanda,https://letterboxd.com/film/a-fish-called-wanda/
Akira (1988),akira,https://letterboxd.com/film/akira/
Alice (1988),alice-1988,https://letterboxd.com/film/alice-1988/
The Thin Blue Line (1988),the-thin-blue-line,https://letterboxd.com/film/the-thin-blue-line/
The Vanishing (1988),the-vanishing,https://letterboxd.com/film/the-vanishing/
Landscape in the Mist (1988),landscape-in-the-mist,https://letterboxd.com/film/landscape-in-the-mist/
A Tale of the Wind (1988),a-tale-of-the-wind,https://letterboxd.com/film/a-tale-of-the-wind/
Drowning by Numbers (1988),drowning-by-numbers,https://letterboxd.com/film/drowning-by-numbers/
Story of Women (1988),story-of-women,https://letterboxd.com/film/story-of-women/
Dead Ringers (1988),dead-ringers,https://letterboxd.com/film/dead-ringers/
Cinema Paradiso (1988),cinema-paradiso,https://letterboxd.com/film/cinema-paradiso/
Ariel (1988),ariel,https://letterboxd.com/film/ariel/
Hôtel Terminus: The Life and Times of Klaus Barbie (1988),hotel-terminus-the-life-and-times-of-klaus-barbie,https://letterboxd.com/film/hotel-terminus-the-life-and-times-of-klaus-barbie/
The Naked Gun: From the Files of Police Squad! (1988),the-naked-gun-from-the-files-of-police-squad,https://letterboxd.com/film/the-naked-gun-from-the-files-of-police-squad/
Dangerous Liaisons (1988),dangerous-liaisons,https://letterboxd.com/film/dangerous-liaisons/
Rain Man (1988),rain-man,https://letterboxd.com/film/rain-man/
Beetlejuice (1988),beetlejuice,https://letterboxd.com/film/beetlejuice/
Coming to America (1988),coming-to-america,https://letterboxd.com/film/coming-to-america/
The Accidental Tourist (1988),the-accidental-tourist,https://letterboxd.com/film/the-accidental-tourist/
The Unbelievable Truth (1989),the-unbelievable-truth,https://letterboxd.com/film/the-unbelievable-truth/
My Left Foot: The Story of Christy Brown (1989),my-left-foot-the-story-of-christy-brown,https://letterboxd.com/film/my-left-foot-the-story-of-christy-brown/
Say Anything... (1989),say-anything,https://letterboxd.com/film/say-anything/
Field of Dreams (1989),field-of-dreams,https://letterboxd.com/film/field-of-dreams/
Do the Right Thing (1989),do-the-right-thing,https://letterboxd.com/film/do-the-right-thing/
Batman (1989),batman-1989,https://letterboxd.com/film/batman-1989/
Tetsuo: The Iron Man (1989),tetsuo-the-iron-man,https://letterboxd.com/film/tetsuo-the-iron-man/
Tongues Untied (1989),tongues-untied,https://letterboxd.com/film/tongues-untied/
The Killer (1989),the-killer,https://letterboxd.com/film/the-killer/
When Harry Met Sally... (1989),when-harry-met-sally,https://letterboxd.com/film/when-harry-met-sally/
"sex, lies, and videotape (1989)",sex-lies-and-videotape,https://letterboxd.com/film/sex-lies-and-videotape/
Roger & Me (1989),roger-me,https://letterboxd.com/film/roger-me/
Drugstore Cowboy (1989),drugstore-cowboy,https://letterboxd.com/film/drugstore-cowboy/
"The Cook, the Thief, His Wife & Her Lover (1989)",the-cook-the-thief-his-wife-her-lover,https://letterboxd.com/film/the-cook-the-thief-his-wife-her-lover/
A City of Sadness (1989),a-city-of-sadness,https://letterboxd.com/film/a-city-of-sadness/
Crimes and Misdemeanors (1989),crimes-and-misdemeanors,https://letterboxd.com/film/crimes-and-misdemeanors/
The Asthenic Syndrome (1989),the-asthenic-syndrome,https://letterboxd.com/film/the-asthenic-syndrome/
Dekalog (1989),dekalog,https://letterboxd.com/film/dekalog/
Dead Poets Society (1989),dead-poets-society,https://letterboxd.com/film/dead-poets-society/
Treasure Island (1989),treasure-island-1989,https://letterboxd.com/film/treasure-island-1989/
Glory (1989),glory,https://letterboxd.com/film/glory/
Pretty Woman (1990),pretty-woman,https://letterboxd.com/film/pretty-woman/
Close-Up (1990),close-up,https://letterboxd.com/film/close-up/
King of New York (1990),king-of-new-york,https://letterboxd.com/film/king-of-new-york/
Total Recall (1990),total-recall,https://letterboxd.com/film/total-recall/
Slacker (1990),slacker,https://letterboxd.com/film/slacker/
Archangel (1990),archangel-1990,https://letterboxd.com/film/archangel-1990/
"No Fear, No Die (1990)",no-fear-no-die,https://letterboxd.com/film/no-fear-no-die/
GoodFellas (1990),goodfellas,https://letterboxd.com/film/goodfellas/
Trust (1990),trust,https://letterboxd.com/film/trust/
Reversal of Fortune (1990),reversal-of-fortune,https://letterboxd.com/film/reversal-of-fortune/
Jacob's Ladder (1990),jacobs-ladder,https://letterboxd.com/film/jacobs-ladder/
Dances with Wolves (1990),dances-with-wolves,https://letterboxd.com/film/dances-with-wolves/
Europa Europa (1990),europa-europa,https://letterboxd.com/film/europa-europa/
Home Alone (1990),home-alone,https://letterboxd.com/film/home-alone/
Edward Scissorhands (1990),edward-scissorhands,https://letterboxd.com/film/edward-scissorhands/
The Silence of the Lambs (1991),the-silence-of-the-lambs,https://letterboxd.com/film/the-silence-of-the-lambs/
My Own Private Idaho (1991),my-own-private-idaho,https://letterboxd.com/film/my-own-private-idaho/
Delicatessen (1991),delicatessen,https://letterboxd.com/film/delicatessen/
La Belle Noiseuse (1991),la-belle-noiseuse,https://letterboxd.com/film/la-belle-noiseuse/
The Double Life of Véronique (1991),the-double-life-of-veronique,https://letterboxd.com/film/the-double-life-of-veronique/
Thelma & Louise (1991),thelma-louise,https://letterboxd.com/film/thelma-louise/
Terminator 2: Judgment Day (1991),terminator-2-judgment-day,https://letterboxd.com/film/terminator-2-judgment-day/
The Rapture (1991),the-rapture,https://letterboxd.com/film/the-rapture/
Boyz n the Hood (1991),boyz-n-the-hood,https://letterboxd.com/film/boyz-n-the-hood/
A Brighter Summer Day (1991),a-brighter-summer-day,https://letterboxd.com/film/a-brighter-summer-day/
Once Upon a Time in China (1991),once-upon-a-time-in-china,https://letterboxd.com/film/once-upon-a-time-in-china/
Hearts of Darkness: A Filmmaker's Apocalypse (1991),hearts-of-darkness-a-filmmakers-apocalypse,https://letterboxd.com/film/hearts-of-darkness-a-filmmakers-apocalypse/
Raise the Red Lantern (1991),raise-the-red-lantern,https://letterboxd.com/film/raise-the-red-lantern/
Center Stage (1991),center-stage-1991,https://letterboxd.com/film/center-stage-1991/
Naked Lunch (1991),naked-lunch,https://letterboxd.com/film/naked-lunch/
Barton Fink (1991),barton-fink,https://letterboxd.com/film/barton-fink/
Eneida (1991),eneida-1991,https://letterboxd.com/film/eneida-1991/
JFK (1991),jfk,https://letterboxd.com/film/jfk/
Reservoir Dogs (1992),reservoir-dogs,https://letterboxd.com/film/reservoir-dogs/
A Tale of Winter (1992),a-tale-of-winter,https://letterboxd.com/film/a-tale-of-winter/
Romper Stomper (1992),romper-stomper,https://letterboxd.com/film/romper-stomper/
The Player (1992),the-player,https://letterboxd.com/film/the-player/
Strictly Ballroom (1992),strictly-ballroom,https://letterboxd.com/film/strictly-ballroom/
Unforgiven (1992),unforgiven,https://letterboxd.com/film/unforgiven/
Man Bites Dog (1992),man-bites-dog,https://letterboxd.com/film/man-bites-dog/
The Crying Game (1992),the-crying-game,https://letterboxd.com/film/the-crying-game/
Candyman (1992),candyman,https://letterboxd.com/film/candyman/
Glengarry Glen Ross (1992),glengarry-glen-ross,https://letterboxd.com/film/glengarry-glen-ross/
Aileen Wuornos: The Selling of a Serial Killer (1992),aileen-wuornos-the-selling-of-a-serial-killer,https://letterboxd.com/film/aileen-wuornos-the-selling-of-a-serial-killer/
Aladdin (1992),aladdin,https://letterboxd.com/film/aladdin/
Chaplin (1992),chaplin,https://letterboxd.com/film/chaplin/
Malcolm X (1992),malcolm-x-1992,https://letterboxd.com/film/malcolm-x-1992/
Bram Stoker's Dracula (1992),bram-stokers-dracula,https://letterboxd.com/film/bram-stokers-dracula/
Farewell My Concubine (1993),farewell-my-concubine,https://letterboxd.com/film/farewell-my-concubine/
Three Colours: Blue (1993),three-colours-blue,https://letterboxd.com/film/three-colours-blue/
Groundhog Day (1993),groundhog-day,https://letterboxd.com/film/groundhog-day/
The Wedding Banquet (1993),the-wedding-banquet,https://letterboxd.com/film/the-wedding-banquet/
The Piano (1993),the-piano,https://letterboxd.com/film/the-piano/
The Blue Kite (1993),the-blue-kite,https://letterboxd.com/film/the-blue-kite/
The Puppetmaster (1993),the-puppetmaster,https://letterboxd.com/film/the-puppetmaster/
Jurassic Park (1993),jurassic-park,https://letterboxd.com/film/jurassic-park/
Short Cuts (1993),short-cuts,https://letterboxd.com/film/short-cuts/
Thirty Two Short Films About Glenn Gould (1993),thirty-two-short-films-about-glenn-gould,https://letterboxd.com/film/thirty-two-short-films-about-glenn-gould/
The Age of Innocence (1993),the-age-of-innocence,https://letterboxd.com/film/the-age-of-innocence/
Dear Diary (1993),dear-diary-1993,https://letterboxd.com/film/dear-diary-1993/
Schindler's List (1993),schindlers-list,https://letterboxd.com/film/schindlers-list/
Philadelphia (1993),philadelphia,https://letterboxd.com/film/philadelphia/
Lamerica (1994),lamerica,https://letterboxd.com/film/lamerica/
Through the Olive Trees (1994),through-the-olive-trees,https://letterboxd.com/film/through-the-olive-trees/
Satantango (1994),satantango,https://letterboxd.com/film/satantango/
Four Weddings and a Funeral (1994),four-weddings-and-a-funeral,https://letterboxd.com/film/four-weddings-and-a-funeral/
The Lion King (1994),the-lion-king,https://letterboxd.com/film/the-lion-king/
The Last Seduction (1994),the-last-seduction,https://letterboxd.com/film/the-last-seduction/
Three Colours: Red (1994),three-colours-red,https://letterboxd.com/film/three-colours-red/
"The Adventures of Priscilla, Queen of the Desert (1994)",the-adventures-of-priscilla-queen-of-the-desert,https://letterboxd.com/film/the-adventures-of-priscilla-queen-of-the-desert/
Wild Reeds (1994),wild-reeds,https://letterboxd.com/film/wild-reeds/
Forrest Gump (1994),forrest-gump,https://letterboxd.com/film/forrest-gump/
Chungking Express (1994),chungking-express,https://letterboxd.com/film/chungking-express/
Pulp Fiction (1994),pulp-fiction,https://letterboxd.com/film/pulp-fiction/
Muriel's Wedding (1994),muriels-wedding,https://letterboxd.com/film/muriels-wedding/
Natural Born Killers (1994),natural-born-killers,https://letterboxd.com/film/natural-born-killers/
Heavenly Creatures (1994),heavenly-creatures,https://letterboxd.com/film/heavenly-creatures/
Crumb (1994),crumb,https://letterboxd.com/film/crumb/
Hoop Dreams (1994),hoop-dreams,https://letterboxd.com/film/hoop-dreams/
Clerks (1994),clerks,https://letterboxd.com/film/clerks/
The Kingdom (1994),the-kingdom,https://letterboxd.com/film/the-kingdom/
Twin Sitters (1994),twin-sitters,https://letterboxd.com/film/twin-sitters/
Ace Ventura: Pet Detective (1994),ace-ventura-pet-detective,https://letterboxd.com/film/ace-ventura-pet-detective/
Léon: The Professional (1994),leon-the-professional,https://letterboxd.com/film/leon-the-professional/
The Mask (1994),the-mask-1994,https://letterboxd.com/film/the-mask-1994/
Speed (1994),speed,https://letterboxd.com/film/speed/
The Shawshank Redemption (1994),the-shawshank-redemption,https://letterboxd.com/film/the-shawshank-redemption/
Cyclo (1995),cyclo,https://letterboxd.com/film/cyclo/
Safe (1995),safe,https://letterboxd.com/film/safe/
The Usual Suspects (1995),the-usual-suspects,https://letterboxd.com/film/the-usual-suspects/
The White Balloon (1995),the-white-balloon,https://letterboxd.com/film/the-white-balloon/
Casino (1995),casino,https://letterboxd.com/film/casino/
Underground (1995),underground-1995,https://letterboxd.com/film/underground-1995/
Braveheart (1995),braveheart,https://letterboxd.com/film/braveheart/
Dead Man (1995),dead-man,https://letterboxd.com/film/dead-man/
Smoke (1995),smoke,https://letterboxd.com/film/smoke/
Clueless (1995),clueless,https://letterboxd.com/film/clueless/
Babe (1995),babe,https://letterboxd.com/film/babe/
Se7en (1995),se7en,https://letterboxd.com/film/se7en/
Zero Kelvin (1995),zero-kelvin,https://letterboxd.com/film/zero-kelvin/
Strange Days (1995),strange-days,https://letterboxd.com/film/strange-days/
Dilwale Dulhania Le Jayenge (1995),dilwale-dulhania-le-jayenge,https://letterboxd.com/film/dilwale-dulhania-le-jayenge/
Toy Story (1995),toy-story,https://letterboxd.com/film/toy-story/
Four Rooms (1995),four-rooms,https://letterboxd.com/film/four-rooms/
Before Sunrise (1995),before-sunrise,https://letterboxd.com/film/before-sunrise/
La Haine (1995),la-haine,https://letterboxd.com/film/la-haine/
The Pillow Book (1995),the-pillow-book,https://letterboxd.com/film/the-pillow-book/
Heat (1995),heat-1995,https://letterboxd.com/film/heat-1995/
Deseret (1996),deseret,https://letterboxd.com/film/deseret/
Shine (1996),shine,https://letterboxd.com/film/shine/
Trainspotting (1996),trainspotting,https://letterboxd.com/film/trainspotting/
Fargo (1996),fargo,https://letterboxd.com/film/fargo/
Lone Star (1996),lone-star-1996,https://letterboxd.com/film/lone-star-1996/
Secrets & Lies (1996),secrets-lies,https://letterboxd.com/film/secrets-lies/
Breaking the Waves (1996),breaking-the-waves,https://letterboxd.com/film/breaking-the-waves/
Three Lives and Only One Death (1996),three-lives-and-only-one-death,https://letterboxd.com/film/three-lives-and-only-one-death/
Independence Day (1996),independence-day,https://letterboxd.com/film/independence-day/
Gabbeh (1996),gabbeh,https://letterboxd.com/film/gabbeh/
The English Patient (1996),the-english-patient,https://letterboxd.com/film/the-english-patient/
The Rock (1996),the-rock,https://letterboxd.com/film/the-rock/
Mission: Impossible (1996),mission-impossible,https://letterboxd.com/film/mission-impossible/
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),dont-be-a-menace-to-south-central-while-drinking-your-juice-in-the-hood,https://letterboxd.com/film/dont-be-a-menace-to-south-central-while-drinking-your-juice-in-the-hood/
Scream (1996),scream,https://letterboxd.com/film/scream/
The Ice Storm (1997),the-ice-storm,https://letterboxd.com/film/the-ice-storm/
Mother and Son (1997),mother-and-son,https://letterboxd.com/film/mother-and-son/
Funny Games (1997),funny-games,https://letterboxd.com/film/funny-games/
L.A. Confidential (1997),la-confidential,https://letterboxd.com/film/la-confidential/
The Sweet Hereafter (1997),the-sweet-hereafter,https://letterboxd.com/film/the-sweet-hereafter/
